Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526872.6,485785234.9,531736492.9,586294761.5,582816358.3,673383604.2,702296184.4,665586975.1,641214210.7,625867922.7,649916708.2,693573595.3,742779740.4,946385033,1026136974,1048690933,1064517575,1291457973,1774365275,2109278102,2508524186,2170893039,2017611927,1803099732,1461243212,1440581534,1904097020,2233005823,2280356338,2179567108,2480673195,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5379299888,5373097441,5718664505,6409184724,6942258305,7667952566,8229731384,7217667781,7528285444,8119710126,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196092258,4467200336,4909302954,5165489010,5552822484,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,1.64475E+11,1.42769E+11,97094911791,73484359521,73745821156,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925816,27752204320,33833042988,44062465800,51075815092,54457835194,54604050168,59372613486,69448756933,74030364472,95385819321,1.04912E+11,1.36386E+11,1.76134E+11,2.36104E+11,2.75626E+11,3.37036E+11,2.9188E+11,3.6336E+11,4.10335E+11,4.59376E+11,5.14966E+11,5.68499E+11,4.94583E+11,4.0465E+11,3.75745E+11,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,223854666.7,240524723.4,265291588.7,292916241.1,341973758.9,566542872.4,606671444,657171436.7,695899980.4,747971449.6,776585681.1,826571413.4,880842890.1,1093571442,1520900045,1590428523,1847871372,2239857061,2142128604,1527852636,2189347368,2448290110,2465165180,2743341724,3105517091,2683816289,2885710609,3851213728,2630904262,1013184746,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12611087031,13184989878,13814261536,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37677621538,44010160464,54008338918,70924006306,86129928027,98970041042,1.07775E+11,1.25396E+11,1.5387E+11,1.77376E+11,1.92661E+11,1.62039E+11,1.56457E+11,1.51487E+11,1.42076E+11,1.4201E+11,1.98298E+11,2.41919E+11,2.58568E+11,2.5504E+11,3.14268E+11,3.2332E+11,3.5833E+11,3.49038E+11,3.74291E+11,4.46529E+11,4.45705E+11,4.12199E+11,4.32476E+11,4.41975E+11,4.12807E+11,4.26574E+11,4.65369E+11,5.71863E+11,6.50533E+11,6.78534E+11,7.26649E+11,8.3942E+11,9.36228E+11,8.57933E+11,8.3639E+11,8.93757E+11,8.28947E+11,8.6668E+11,8.79635E+11,7.57999E+11,7.77228E+11,8.262E+11,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.52027E+11,1.63518E+11,1.61354E+11,1.54165E+11,1.62286E+11,1.71316E+11,1.74003E+11,1.95418E+11,2.28752E+11,2.64357E+11,3.08722E+11,3.45425E+11,4.01083E+11,4.62554E+11,3.86622E+11,4.29131E+11,4.98832E+11,5.10229E+11,5.23502E+11,4.99339E+11,3.86663E+11,3.71075E+11,3.98832E+11,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334414,531959561.6,574091101.2,496947904.4,496098775.3,735267082.3,906811943.8,841974025.5,772228643.4,788641965.4,865975308.6,882765471.6,1024098805,972101725,1217953547,1575789254,1452792989,1382400000,1604162497,1851250008,1945916583,2275583317,2395429852,2447174803,2581207388,2619913956,2850784523,2957255380,3487009748,3525228153,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055043,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,24880266905,
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20432742.11,39333572.32,44290951.93,49248810.57,72751801.05,103811958.8,108601538.5,117020381.9,100459782.6,102060129.6,113884908.4,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,6623527495,8066935949,9820126398,13024906080,14069222284,12995256381,13612626656,15470524341,18614130435,20580987679,23149971048,24167846141,24345229425,24482781283,21903971793,24950895141,30604668357,40338594862,45493075684,44170562822,45519034244,42756020707,41636005955,46712018141,55154160816,63918039320,70140835299,66074513018,56227696195,58762260626,52622842840,53872425917,66627729311,88250885550,1.03905E+11,1.14719E+11,1.11609E+11,1.37316E+11,1.3328E+11,1.21339E+11,1.46584E+11,1.68462E+11,1.76193E+11,1.90785E+11,2.00955E+11,1.77621E+11,1.89286E+11,2.05853E+11,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.07101E+12,1.12571E+12,1.21568E+12,1.31016E+12,1.43173E+12,1.55438E+12,1.70666E+12,1.8314E+12,1.98526E+12,2.17894E+12,2.39202E+12,2.64887E+12,3.07401E+12,3.71361E+12,4.16371E+12,4.66443E+12,5.05554E+12,5.7006E+12,6.84488E+12,7.90607E+12,8.78403E+12,8.94304E+12,8.80644E+12,9.10133E+12,9.51644E+12,1.00299E+13,1.21555E+13,1.40848E+13,1.58818E+13,1.66179E+13,1.87152E+13,1.98121E+13,2.13063E+13,2.15968E+13,2.30786E+13,2.54407E+13,2.56607E+13,2.52771E+13,2.5542E+13,2.68362E+13,2.74067E+13,2.71574E+13,2.8339E+13,3.17344E+13,3.53189E+13,3.7336E+13,3.93641E+13,4.30343E+13,4.55598E+13,4.26174E+13,4.46473E+13,4.79786E+13,4.78935E+13,4.84734E+13,4.94853E+13,4.67496E+13,4.76597E+13,4.96298E+13,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,63287594.51,67768132.18,107152720.2,188864890.8,239980801.5,256299496,301010587.1,366857738.4,483033932.1,1645917776,2096699189,2560220035,2741169948,2740301390,3733352635,5981760278,7259120151,7554719456,7932541691,8821366532,10005500579,7323822251,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58642392718,67937581274,76689206762,78784395319,81076723017,68905071521,66824447334,72642652796,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,13426996457,16693467174,18791640709,20730947159,26927118120,37398575640,37592555270,35559466080,33597596035,33838210265,32155630441,32547222541,38613926057,43384702550,45437716333,54371459809,55980364199,61072484437,58135247602,60821492007,69824485482,73718863329,76781675310,75216834983,80942411093,91543040987,91049676400,98176522511,1.21863E+11,1.51429E+11,1.84151E+11,2.17104E+11,2.65567E+11,3.25682E+11,2.79013E+11,3.24297E+11,4.00608E+11,4.18985E+11,4.36055E+11,4.48115E+11,3.70581E+11,3.65181E+11,4.03251E+11,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3707055901,4054599181,4233095590,4540529105,5130407728,5884712096,6466610752,7403821903,8090088555,8632927257,10027088849,10602058190,9309109764,6324884129,8773030424,11340000242,13338484980,15126059646,17820100626,19707979303,23689696768,28100605515,30725972787,28691890433,31151824659,31144920554,31899071054,33351528115,38472741737,40171019643,40010424929,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77407E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04952E+11,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,537147100,599026300,652120900,722784500,776137500,852485300,928833000,1034376400,1112791100,1221305700,1351006400,1523917200,1673411700,1913793400,2188307600,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464365,54091713776,57957594212,62283756584,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571908062,2899654840,3286773188,3600957771,4356913870,5166861068,6113607728,6204253759,5736083835,6420909790,7432223177,8289582884,9189413409,10994381895,13858441211,16877163792,15947709380,14620386674,12495779622,15962459447,18134029180,21649137620,21793496819,17345624454,17599660054,16548827018,15244232958,20702298397,15439408447,22499559086,26410386669,34672122381,36139225288,35158109999,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01218E+11,2.01081E+11,1.89927E+11,1.9164E+11,2.11389E+11,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,6684568805,7256966966,4399827768,4875309866,5271404668,5784398977,6371459304,6809134236,7591603053,8408229699,6687204834,7408305736,8017468688,10082885603,13781139970,14893969288,17097563270,19648106122,22706155475,27502168727,32450541843,35646416953,37140163934,33212180658,31408492877,30734335449,29868339081,33195933430,37885440419,42575183906,44311593756,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207028768,82995145793,81026300310,76262072467,81357605642,83908206648,91371242495,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04889E+11,3.13595E+11,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144759500,155430000,161950700,152765800,164163200,184677300,188037700,193113700,196859300,182704300,182863000,193235600,214648500,225345700,245675100,293124000,303984500,289823500,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23060047128,20638636035,19028120013,20536314601,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977749037,85500935935,94337050693,96045645026,1.10803E+11,1.42137E+11,1.59954E+11,1.59118E+11,1.74388E+11,1.69718E+11,1.71886E+11,1.90521E+11,1.98681E+11,2.17513E+11,2.55102E+11,3.06125E+11,3.44749E+11,4.29064E+11,5.33816E+11,4.39796E+11,4.79258E+11,5.28725E+11,5.00284E+11,5.24201E+11,5.45285E+11,4.76971E+11,4.71992E+11,5.26466E+11,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,11074881960,11453828305,12513572624,14600247319,13571043079,15301037627,16817325725,15849669667,16708501002,18971935834,23216087367,22690474548,26313510914,32283619961,46138761861,52474000184,61745926389,68434326855,76099395624,96261814152,1.17728E+11,1.64672E+11,1.54255E+11,1.228E+11,1.12251E+11,1.16202E+11,1.12666E+11,1.2324E+11,1.25392E+11,1.23002E+11,1.93961E+11,1.89166E+11,1.75605E+11,1.54215E+11,1.4576E+11,1.73386E+11,1.90876E+11,2.0115E+11,2.03866E+11,2.071E+11,2.36362E+11,2.33352E+11,2.78093E+11,3.17192E+11,3.88485E+11,4.88232E+11,6.21514E+11,7.51319E+11,9.47449E+11,8.55761E+11,1.0113E+12,1.1834E+12,1.30533E+12,1.42891E+12,1.52854E+12,1.34461E+12,1.22017E+12,1.29551E+12,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521341,87276164365,89524131617,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.03961E+11,,
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8109032775,9202512367,11240223128,15092052330,17514112076,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,1.07603E+11,95019103603,99698453261,1.18134E+11,1.2263E+11,1.17046E+11,1.23982E+11,1.27466E+11,1.18358E+11,1.21546E+11,1.34229E+11,1.64964E+11,1.89187E+11,1.97305E+11,2.08567E+11,2.40169E+11,2.62008E+11,2.43746E+11,2.38303E+11,2.44895E+11,2.16368E+11,2.26073E+11,2.2963E+11,1.9942E+11,2.05184E+11,2.17571E+11,
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,443587301.6,465888888.9,492674603.2,517650793.7,556293650.8,594611111.1,664571428.6,769039682.5,995531746,1333475397,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39667400816,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,1131296041,1134401512,1183543998,1372617860,1681695350,1924778394,1984461983,1938429664,1856382882,2035175121,1926688461,2091653193,2054780365,2152805766,2248042499,2421494080,2573260427,2831253578,2996470084,3457405619,3730007250,3999186181,3989976376,3409643330,3728508525,3444107104,3371088100,3545566371,4151867430,4792900406,5264846476,5538558363,6079240022,6556238315,5776683306,6416546872,7632369497,8148836479,8440624522,8800522785,8589369460,9025052142,9665737128,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1.04422E+12,1.10377E+12,1.19241E+12,1.28368E+12,1.40108E+12,1.52189E+12,1.66892E+12,1.79086E+12,1.94078E+12,2.12892E+12,2.34097E+12,2.59624E+12,3.01166E+12,3.63494E+12,4.05922E+12,4.5481E+12,4.93503E+12,5.57874E+12,6.70332E+12,7.70552E+12,8.53243E+12,8.62892E+12,8.58887E+12,8.91678E+12,9.31814E+12,9.81687E+12,1.19936E+13,1.39073E+13,1.56663E+13,1.63616E+13,1.83608E+13,1.9372E+13,2.07919E+13,2.09378E+13,2.24217E+13,2.48589E+13,2.49894E+13,2.45184E+13,2.46228E+13,2.58469E+13,2.62897E+13,2.60445E+13,2.71645E+13,3.04733E+13,3.38594E+13,3.56411E+13,3.74875E+13,4.08843E+13,4.31963E+13,4.06736E+13,4.24124E+13,4.55286E+13,4.5463E+13,4.586E+13,4.67898E+13,4.42804E+13,4.52601E+13,4.70927E+13,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,176534589.6,215659455,220984369.1,259590076.3,242943776.9,254035999.2,296613496.9,325843254.7,431254103,555337985.7,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,301791301.8,387700084.2,510259940.7,793884368,2401403227,2512784033,3284301332,3617580172,4052000413,5633000318,7829094613,8661263764,7596703214,6467582308,6704395824,6153296456,5053021951,5446428681,6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.66929E+11,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38413636364,40809523810,42105263158,38995454545,28998684211,25121666667,26362894737,30074440483,37662075750,37182938696,35838588170,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.23533E+11,1.75934E+11,2.13605E+11,1.72612E+11,1.66225E+11,1.83443E+11,1.71196E+11,1.90949E+11,1.99627E+11,1.77893E+11,1.88494E+11,2.11884E+11,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.065E+11,5.16814E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95531E+11,3.9172E+11,4.04927E+11,2.70953E+11,1.95906E+11,2.59708E+11,3.06603E+11,3.4547E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.05166E+12,2.21026E+12,2.29713E+12,2.06366E+12,1.3684E+12,1.28473E+12,1.57752E+12,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024,122000016,125000008,128000000,129999994,148799980,124525702.9,159560018,172200018,188700037,219900006,222952578.2,246457838.3,290746157.1,308458423.2,571863295.7,637754162.1,746650558.6,905709147.3,1109346221,1254765350,1407062608,1407242640,1479688126,1587412957,1715625839,1944711061,2157434025,2395493878,2405021933,2550185618,1911600970,2029026704,1971525999,753636370.5,1293535011,1382334879,1851558302,1989343495,1817654508,1734938652,1674685248,1677552332,1846198771,2088961969,2581313486,3152324689,3824788145,4860093843,5378925895,5773084568,6563320570,7334917697,7621923308,8016591928,8277613194,8475681533,9135454442,
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,46639476637,49749767835,53087876774,59696720683,68359077849,73465312628,61775320474,68010731842,71386197453,78373437667,84912161097,90242646148,90631074659,1.03624E+11,1.25532E+11,1.34715E+11,1.3146E+11,1.51994E+11,1.72968E+11,1.93749E+11,2.33605E+11,2.47657E+11,2.56217E+11,2.71148E+11,2.69955E+11,2.93526E+11,3.10838E+11,3.45105E+11,3.7087E+11,3.74313E+11,4.02945E+11,3.5852E+11,3.80676E+11,3.77077E+11,4.27599E+11,4.7509E+11,5.19779E+11,5.45217E+11,5.52856E+11,5.92264E+11,6.16125E+11,6.32236E+11,6.63177E+11,7.74399E+11,8.97868E+11,1.02857E+12,1.17617E+12,1.4886E+12,1.51556E+12,1.66554E+12,2.04206E+12,2.27188E+12,2.29728E+12,2.35717E+12,2.58187E+12,2.69612E+12,2.90295E+12,3.29467E+12,
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711,4485777644,5377333333,7184853348,9664157499,14947391140,45412957746,46773368206,64005665722,74188249979,80265619485,1.1186E+11,1.64542E+11,1.84292E+11,1.53239E+11,1.29172E+11,1.19625E+11,1.03898E+11,86961922765,85695861148,88256074766,95344459279,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84137E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.86738E+11,
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1307333333,1419333333,1541666667,1568333333,1611333333,1679333333,1723000000,1865666667,1947333333,2144333333,2437666667,2656000000,2882000000,3571666667,4595000000,5598000000,6979333333,8704000000,7670500000,9032250000,7459833333,10016500000,9240000000,8230153846,9701357143,12403733333,15769062500,20155555556,15399166667,15291507937,12408647541,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,97156119150,95584380032,1.17488E+11,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692375,1058975266,1085475573,1122139637,1188930568,1210058396,1246908374,1246480959,1309384830,1245234807,1297407829,1339548824,1620857277,1863398448,2099324950,2830388405,2869777812,2938046307,3280354339,4084878668,4435050397,4021697233,3936758682,3512053232,3425127373,3750056424,5304238013,6381385760,6311054901,6219793533,7237100724,7111252866,7602005274,7189226453,4908415369,6176312552,6413189839,5915250258,6368265194,6512207622,5924239701,6174898370,6752510283,8683229268,10167441854,11022821632,11847848225,14285970085,16949789465,16248212852,16215069256,17878780185,17825417949,18960182371,19770919167,17767620059,18973894459,21070225735,
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704462302.4,764308114.5,825885273.7,917222004.4,893734483.2,974193126.9,1095910101,1237423233,1425029400,1659055272,1919508689,2262544100,2719900351,3693760000,5216773826,5633386680,6326445410,6617532783,7515823563,9294635004,11893405684,14171819540,16078856440,17775280374,19735920492,19138296376,18569292305,20897630201,25337226971,30423573842,36152027893,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00164E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14189E+11,1.27418E+11,1.47797E+11,1.79981E+11,1.92226E+11,1.92408E+11,2.36422E+11,2.75967E+11,2.90674E+11,3.04454E+11,3.11539E+11,3.04098E+11,3.09764E+11,3.23907E+11,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608293860.3,597765363.1,681151193.5,932725583.3,1063879446,1129787198,1172268301,1154650069,1232699139,1303453622,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009471.6,327834680.6,342721579.8,348546952.1,371848114.7,359379856.2,375479849.8,348795303,329860091.9,408690163.5,434410373.8,419549425.1,465381090,575230234.4,648590642.9,679335901.1,594895672.3,691777758.4,960728338.9,1109374722,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3556036535,3775047334,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986886200,17601616000,18447922400,20283783700,21386153000,21977401900,22585841200,23166030400,23912227500,24805439600,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215640315,1101897918,1160626398,1253529080,1600451467,1877328036,1958711603,2092585623,2488365727,2752307016,2363156432,2139072848,2054489853,1800077091,1865374403,1788510017,1523012088,1564380531,1632860041,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481000000,6562001351,6659000748,6761998534,7052000000,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,37160332465,38299854688,41431648801,
